Source,CAS Catalog Number,FieldNumber,Additional Identifier,Duplicate,Family,CommonName,Genus,Species,Name,affiliation,County,City,Locality,Inial Lat (starts 2018),Initial Long (starts 2018),Latitude,Longitude,Lat/Long Estimated,corrected by,date fixed,georeferencing notes,georeferenced longitude,georeferenced latitude,uncertainty raduis (m),fixed Latitude,fixed Longitude,How fixed lat/long determined,georeferenced by,lat/long protocol,How Lat/Long Det,georeference verification,Confidence Code,GE#,SignsHumanInteraction,BoatCollision,Shot,FisheryInteraction,OtherHumanInter,HowDetermined,OtherCauses,CauseOfDeathOtherRemarks,DateOfInitialObs,First Observed,InitialStatus,Era,ExaminationDate,month,day,year,NoExam,ExamCondition,Sex,AgeClass,condition,CarcassType,StraightLength,SL_units,SL_estimated,Tag at Stranding,Tag_1_ID,Tag_1_Color,Tag_1_Type,Tag_1_Placement,Tag_2_ID,Tag_2_Color,Tag_2_Type,Tag_2_Placement,Disposal_Towed,Disposal_Sunk,SpecimenDisp_ScientificCollection,Necropsy Code,Necropsied,Necropsy Type,Carcass Type,NecropsiedDate,NecropsiedBy,Additional Remarks,Gear Collected,Gear Disposition
CAS,,CAS-Pv-08JUL98-RB,,R,Phocidae,HARBOR SEAL,Phoca,vitulina,RAYMOND BANDAR,,San Mateo,Daly City,THORNTON BEACH,,,,,FALSE,kkhigh,2/12/2021 19:39,gnis based off of description,-122.49968,37.698193,1520,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,8-Jul-98,,Advanced Decomposition,3,7/8/1998,7,,1998,FALSE,Advanced Decomposition,Male,,,No,150,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-08JUN09-EAW,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,ELIZABETH A. WHEELER,,Marin,Sausalito,Schoonmaker Harbor,,,37.86357,122.48763,FALSE,kkhigh,3/21/2021 0:24,,-122.48763,37.86357,40,,,,,,,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,External Examination,FALSE,CBD,7-Jun-09,,Advanced Decomposition,3,6/8/2009,6,,2009,FALSE,Advanced Decomposition,Female,Pup / Calf,,No,76,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-08JUN14-SLP,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,Marin,Bolinas,"Agate beach, north of parking lot",,,37.901601,-122.717147,FALSE,kkhigh,3/19/2021 20:16,,-122.717147,37.901601,46,,,,,,,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,8-Jun-14,,Advanced Decomposition,3,,6,,2014,FALSE,,Unknown,subdult,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-08JUN18-SWG-A,,,Otariidae,CALIFORNIA SEA LION,Zalophus,californianus,SARAH GRIMES,,Mendocino,Fort Bragg,"MacKerricher State Park, at Ward Avenue",,,39.497833,-123.791289,FALSE,kkhigh,3/25/2021 0:30,,-123.791289,39.497833,46,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,12-Jun-18,Floating,Advanced Decomposition,3,6/12/2018,6,,2018,FALSE,Advanced Decomposition,Male,Adult,,Whole Carcass,260,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,TRUE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-08JUN18-SWG-B,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SARAH GRIMES,,Mendocino,Fort Bragg,"MacKerricher State Park, Ten Mile Beach",,,39.550287,-123.768543,FALSE,kkhigh,3/25/2021 0:53,,-123.768543,39.550287,49,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,8-Jun-18,Beach or Land,Freshly Dead,3,6/8/2018,6,,2018,FALSE,Freshly Dead,Male,Pup / Calf,,Partial Carcass,102,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-08JUN98-RB,,,Phocidae,HARBOR SEAL,Phoca,vitulina,RAYMOND BANDAR,,San Mateo,,GAZOS CREEK BEACH N. OF CREEK,,,,,FALSE,kkhigh,2/22/2021 1:09,ngis based off of description,-122.362889,37.165574,442,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,SHARK KILL,8-Jun-98,,Advanced Decomposition,3,6/12/1998,6,,1998,FALSE,Advanced Decomposition,Male,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-08MAR18-SLP,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,San Francisco,San Francisco,Floating between Treasure Island and Angel Island,,,37.851617,-122.395174,FALSE,kkhigh,3/23/2021 21:49,,-122.395174,37.851617,672,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,8-Mar-18,Floating,Moderate Decomposition,3,,3,,2018,TRUE,,Unknown,Adult,,Partial Carcass,,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,"floating in SF Bay, not examined",FALSE,
CAS,,CAS-Pv-08MAR18-SWG,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SARAH GRIMES,,Mendocino,Fort Bragg,"MacKerricher State Beach, Ten  Mile Beach",,,39.551248,-123.766626,FALSE,kkhigh,3/25/2021 2:09,,-123.766626,39.551248,49,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,TRUE,full lanugo premie,8-Mar-18,Beach or Land,Freshly Dead,3,3/8/2018,3,,2018,FALSE,Freshly Dead,Male,Pup / Calf,,Whole Carcass,65,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,full lanugo premie,FALSE,
CAS,,CAS-Pv-08MAY19-SLP,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,Sonoma,Bodega Bay,Doran Regional Park,,,38.312769,-123.046455,FALSE,kkhigh,3/14/2021 6:17,,-123.046455,38.312769,29,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,8-May-19,Beach or Land,Moderate Decomposition,3,,5,,2019,TRUE,,Male,Pup / Calf,,Whole Carcass,,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,id'd via photograph,FALSE,
CAS,,CAS-Pv-09APR18-SLP,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,San Francisco,San Francisco,"Floating  in San Francisco Bay, near pier 38 and Branan St. Wharf",,,37.783698,-122.387254,TRUE,kkhigh,3/23/2021 21:43,,-122.387254,37.783698,67,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,9-Apr-18,Floating,Moderate Decomposition,3,,4,,2018,TRUE,,Unknown,Pup / Calf,,Whole Carcass,,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,not examined. Floating in water,FALSE,
CAS,,CAS-Pv-09AUG19-SLP,,,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,Santa Clara,Palo Alto,"San Francisco Bay, washed up on San Francisquito Creek",,,37.465365,-122.116258,FALSE,kkhigh,3/13/2021 23:27,,-122.116258,37.465365,42,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,9-Aug-19,Beach or Land,Mummified / Skeleton,3,,8,9,2019,TRUE,,Unknown,Adult,,Whole Carcass,,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,flattened id'd via photograph,FALSE,
CAS,,CAS-Pv-09DEC19-SLP,,,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,Sonoma,Bodega,"South Salmon Creek Beach, between Bean Ave. and creek  mouth",,,38.357243,-123.067564,FALSE,kkhigh,3/14/2021 6:16,,-123.067564,38.357243,36,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,9-Dec-19,Beach or Land,Moderate Decomposition,3,12/9/2019,12,9,2019,FALSE,Moderate Decomposition,Female,Subadult,,Whole Carcass,135,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,Beach Watch Data.,FALSE,
CAS,,CAS-Pv-09JUL10-KGS,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,KEARY G. SORENSON,,Sonoma,Bodega Bay,Doran Beach,,,38.3134333,123.0378583,FALSE,kkhigh,3/14/2021 6:50,,-123.037858,38.313433,45,,,,,,,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,External Examination,FALSE,CBD,8-Jul-10,,Freshly Dead,3,7/9/2010,7,,2010,FALSE,Freshly Dead,Unknown,Unknown,,No,61,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-09JUL16-SLP,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,San Francisco,San Francisco,"Baker Beach, north end",,,37.798,-122.482,FALSE,kkhigh,3/23/2021 19:58,,-122.482,37.798,50,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,9-Jul-16,Beach or Land,Advanced Decomposition,3,,7,,2016,TRUE,,Male,Adult,,Whole Carcass,1,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,ID'd  via photo.  Washed out prior to exam.,FALSE,
CAS,,CAS-Pv-09JUL18-SLP,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,Marin,Inverness,"Point Reyes National Seashore,  Drake's Beach.near Horseshoe Cove",,,38.031861,-122.936246,TRUE,kkhigh,3/19/2021 1:12,,-122.936246,38.031861,62,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,9-Jul-18,Beach or Land,Mummified / Skeleton,3,7/9/2018,7,,2018,FALSE,Mummified / Skeleton,Unknown,Adult,,Partial Carcass,154,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,Carcass turned inside out and mummified in curved position.,FALSE,
CAS,,CAS-Pv-09JUL19-SLP,,,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,Alameda,Alameda,In San Francisco Bay at Alameda Harbor,,,37.780221,-122.25099,TRUE,kkhigh,3/25/2021 7:03,,-122.25099,37.780221,127,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,12-Jul-19,Floating,Advanced Decomposition,3,,7,,2019,TRUE,,Male,Adult,,Whole Carcass,,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,floating in bay,FALSE,
CAS,,CAS-Pv-09JUL19-SLP-A,,,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,Marin,Bolinas,Between Bolinas Beach and Agate Beach,,,37.901946,-122.691965,TRUE,kkhigh,3/19/2021 20:55,,-122.691965,37.901946,56,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,9-Jul-19,Beach or Land,Advanced Decomposition,3,7/9/2019,7,,2019,FALSE,Advanced Decomposition,Male,Adult,,Whole Carcass,169,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,Beach Watch Data,FALSE,
CAS,,CAS-Pv-09JUL19-SLP-B,,,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,Marin,Bolinas,Between Bolinas Beach and Agate Beach,,,37.900357,-122.695254,TRUE,kkhigh,3/19/2021 20:55,,-122.695254,37.900357,56,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,9-Jul-19,Beach or Land,Moderate Decomposition,3,,7,,2019,TRUE,,Male,Subadult,,Whole Carcass,,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,Beach Watch Data. Carcass under debris on beach,FALSE,
CAS,,CAS-Pv-09JUN16-SLP,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,Marin,Sausalito,"Rodeo Beach, south end in the tidal zone",,,37.827781,-122.534825,TRUE,kkhigh,3/20/2021 2:48,,-122.534825,37.827781,54,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,9-Jun-16,Beach or Land,Moderate Decomposition,3,,6,,2016,TRUE,,Unknown,Adult,,Whole Carcass,150,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-09MAR18-SLP,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,San Mateo,Moss Beach,"Fitzgerald Marine Reserve, near the syncline",,,37.525537,-122.516915,FALSE,kkhigh,2/11/2021 19:57,,-122.516915,37.525537,10,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,TRUE,premature,9-Mar-18,Beach or Land,Freshly Dead,3,3/9/2018,3,,2018,FALSE,Freshly Dead,Female,Pup / Calf,,Whole Carcass,73,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,land fill.  full lanugo premie,FALSE,
CAS,,CAS-Pv-09MAY14-SLP,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,Marin,Sausalito,Clipper Yacht Harbor,,,37.870256,-122.495793,FALSE,kkhigh,3/20/2021 3:05,,-122.495793,37.870256,59,,,,,,,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,9-May-14,,Freshly Dead,3,5/9/2014,5,,2014,FALSE,Freshly Dead,Unknown,Pup / Calf,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-09MAY15-SLP,In national it is a Pp,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,Marin,Larkspur,Under Bonaire St. Bridge,,,37.944364,-122.538203,TRUE,kkhigh,3/20/2021 2:57,,-122.538203,37.944364,64,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,9-May-15,Floating,Unknown,3,,5,,2015,TRUE,,Unknown,Pup / Calf,,Whole Carcass,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,Floating unable to examine,FALSE,
CAS,,CAS-Pv-09MAY16-SLP-A,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,San Mateo,Moss Beach,"Fitzgerald Marine Reserve, 60 yards south of Seal Cove",,,37.517064,-122.513412,FALSE,kkhigh,2/13/2021 20:49,,-122.513412,37.517064,24,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,9-May-16,Beach or Land,Moderate Decomposition,3,5/9/2016,5,,2016,FALSE,Moderate Decomposition,Male,Pup / Calf,,Whole Carcass,91,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-09MAY16-SLP-B,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,San Mateo,Moss Beach,"Fitzgerald Marine Reserve, 100 yards south of Seal Cove",,,37.516312,-122.512765,FALSE,kkhigh,2/12/2021 17:32,,-122.512765,37.516312,10,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,9-May-16,,Advanced Decomposition,3,5/9/2016,5,,2016,FALSE,Advanced Decomposition,Female,Pup / Calf,,Whole Carcass,86,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-09MAY17-SWG-A,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SARAH GRIMES,,Mendocino,Fort Bragg,Mackerricher State Beach,,,39.493874,-123.497421,FALSE,kkhigh,3/24/2021 6:41,ngis based off of description,-123.779308,39.517653,4267,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,9-May-17,Beach or Land,Moderate Decomposition,3,5/9/2017,5,,2017,FALSE,Moderate Decomposition,Male,Pup / Calf,,Whole Carcass,90,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-09MAY17-SWG-B,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SARAH GRIMES,,Mendocino,Fort Bragg,Mackerricher State Beach,,,39.494616,-123.794259,FALSE,kkhigh,3/24/2021 6:33,,-123.794259,39.494616,48,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,8-May-17,Beach or Land,Advanced Decomposition,3,5/9/2017,5,,2017,FALSE,Moderate Decomposition,Unknown,Pup / Calf,,Partial Carcass,1,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-09MAY18-SLP,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,Contra Costa,Richmond,floating in San Franciso Bay near Shimada Friendship Park,,,37.908305,-123.3374602,TRUE,kkhigh,3/26/2021 0:30,ngis based off of description,-122.34465,37.907428,639,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,9-May-18,Floating,Freshly Dead,3,,5,,2018,TRUE,Freshly Dead,Unknown,Subadult,,Whole Carcass,,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,not examined floatng in the water.,FALSE,
National,,CAS-Pv-09Oct12-SLP,BLANKSW97000,,Phocidae,HARBOR SEAL,Phoca,vitulina,SUSAN PEMBERTON,California Academy of Sciences,Solano,Benicia,Benicia State Park,,,38.060569,–122.195219,estimate,kkhigh,3/14/2021 0:13,,-122.195219,38.060569,63,,,,,,Internet,,,,CBD,N,N,N,N,,,,10/7/2012,,Mummified/Skeletal,3,10/9/2012,10,9,2012,,Mummified/Skeletal,MALE,SUBADULT,,,139,cm,actual,N,,,,,,,,,N,N,FALSE,,N,,,,,,,
CAS,,CAS-Pv-09OCT16-ALV,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,AMY L. VAN SYOC,,Sonoma,The Sea Ranch,"Tidepool beach, north end",,,38.726667,-123.483056,FALSE,kkhigh,3/14/2021 0:52,,-123.483056,38.726667,52,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,8-Oct-16,Beach or Land,Moderate Decomposition,3,10/9/2016,10,,2016,FALSE,Moderate Decomposition,Female,Yearling,,Whole Carcass,104,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,green twine front flipper,FALSE,
CAS,,CAS-Pv-09SEP14-SLP,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON/SUSAN KELLY,,Marin,Bolinas,Bolinas Beach,,,37.903493,-122.688839,FALSE,kkhigh,3/19/2021 20:42,,-122.688839,37.903493,49,,,,,,,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,9-Sep-14,,Mummified / Skeleton,3,,9,,2014,FALSE,,,Pup / Calf,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-09SEP18-SLP,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,San Francisco,San Francisco,in the intertidal zone of Treasure Island amongst wood and debris,,,37.828518,-122.37833,TRUE,kkhigh,3/23/2021 21:48,,-122.378472,37.828547,45,,,,,,Map,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,9-Sep-18,Beach or Land,Advanced Decomposition,3,,9,,2018,TRUE,,Unknown,Unknown,,Whole Carcass,,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,id'd via photograph.  In the intertidal zone so not likely to be there still.,FALSE,
CAS,,CAS-Pv-10APR09-EAW,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,ELIZABETH A. WHEELER,,Marin,Point Reyes National Seashore,Point Reyes National Park Drakes Beach,,,,,FALSE,kkhigh,3/21/2021 4:03,,-122.934978,38.032002,96,38.032002, -122.934978,Lat/Long estimated from Locality description -MCS 3/27/19,,,,Meredith S,2,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,Internal Examination,FALSE,CBD,10-Apr-09,Beach or Land,Freshly Dead,3,4/10/2009,4,,2009,FALSE,Freshly Dead,Female,Pup / Calf,,Partial Carcass,76,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,10-Apr-09,D. OREIG S. CODDE,,FALSE,
CAS,,CAS-Pv-10APR15-SLP,,,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,Marin,Bolinas,Agate Beach,,,37.901912,-122.721797,FALSE,kkhigh,3/19/2021 1:03,,-122.949966,38.164434,54,,,,,,,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,10-Apr-15,,Alive,3,4/10/2015,4,,2015,FALSE,Freshly Dead,Unknown,Pup / Calf,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-10APR19-SLP,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,San Mateo,Moss Beach,"Fitzgerald Marine Reserve, South of Distillery Point",,,37.516603,-122.512955,TRUE,kkhigh,2/11/2021 22:35,,-122.512955,37.516603,15,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,10-Apr-19,Beach or Land,Freshly Dead,3,,4,,2019,TRUE,,Unknown,Pup / Calf,,Partial Carcass,,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,fresh but partially consumed by Ravens.  Id'd Via photographs,FALSE,
CAS,,CAS-Pv-10DEC19-SLP,,,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,Sonoma,Bodega,Pinnacle Gulch,,,38.302247,-122.011349,FALSE,kkhigh,3/14/2021 22:47,original lat/long was a bit on the incline,-123.011537,38.302152,28,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,10-Dec-19,Beach or Land,Freshly Dead,3,12/10/2019,12,10,2019,FALSE,Freshly Dead,Male,Subadult,,Whole Carcass,127,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,Beach Watch Data.,FALSE,
CAS,,CAS-Pv-10JUL09-KGS,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,KEARY G. SORENSON,,Marin,,67 WEST SHORE ROAD,,,37 52.329,122 28.904,FALSE,kkhigh,3/22/2021 0:13,ngis based off of description,-122.471735,37.872158,46,,,,,,,,,,No,FALSE,FALSE,FALSE,,Not Examined,FALSE,CBD,10-Jul-09,,Moderate Decomposition,3,7/10/2009,7,,2009,FALSE,Moderate Decomposition,Male,Subadult,,No,152,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,1 OF 2 CARCASSES FOUND AT THIS SITE ON THIS DATE,FALSE,
CAS,,CAS-Pv-10JUL13-SLP,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,San Francisco,San Francisco,Ocean Beach at Fulton,,,37.771295,-122.512899,FALSE,kkhigh,3/22/2021 23:12,,-122.512899,37.771295,46,,,,,,,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,10-Jul-13,,Freshly Dead,3,,7,,2013,TRUE,,,Pup / Calf,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-10JUL17-SLP,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,Sonoma,Jenner,Penny Island,,,38.446273,-123.115506,TRUE,kkhigh,3/14/2021 4:06,,-123.115506,38.446273,51,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,10-Jul-17,Beach or Land,Moderate Decomposition,3,7/10/2017,7,,2017,FALSE,Moderate Decomposition,Unknown,Yearling,,Whole Carcass,110,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,sl measured with 220 cms Kayak paddle,FALSE,
CAS,,CAS-Pv-10MAY15-SLP,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,Marin,Bolinas,Bolinas Beach,,,37.904421,-122.686869,TRUE,kkhigh,3/19/2021 20:44,,-122.686869,37.904421,49,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,10-May-15,,Freshly Dead,3,,5,,2015,TRUE,,Male,Pup / Calf,,,56,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,washed out to sea,FALSE,
CAS,,CAS-Pv-10MAY17-SWG,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SARAH GRIMES,,Mendocino,Mendocino,Mendocino Headlands State Park,,,39.305589,-123.809349,TRUE,kkhigh,3/24/2021 21:50,,-123.809849,39.305589,48,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,10-May-17,Beach or Land,Unknown,3,,5,,2017,TRUE,,Unknown,Pup / Calf,,Whole Carcass,1,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-10MAY19-SWG,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SARAH GRIMES,,Mendocino,Cleone,near MacKerricher State Beach rookery,,,39.49482,-123.79402,FALSE,kkhigh,3/25/2021 1:15,,-123.79402,39.49482,45,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,TRUE,Coyote Predation,10-May-19,Beach or Land,Freshly Dead,3,5/10/2019,5,,2019,FALSE,Freshly Dead,Male,Pup / Calf,,Partial Carcass,79,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,part of an ongoing coyote predation event.,FALSE,
CAS,,CAS-Pv-11APR09-EAW,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,ELIZABETH A. WHEELER,,SAN MATEO,Pacifica,Rock-a-Way Beach,,,,,FALSE,kkhigh,2/27/2021 0:44,ngis based off of description,-122.49718,37.609927,314,,,,,,,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,External Examination,FALSE,CBD,5-Apr-09,,Advanced Decomposition,3,4/11/2009,4,,2009,FALSE,Advanced Decomposition,Unknown,Subadult,,No,140,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,CARCASS MISSING PART OF SKULL,FALSE,
